"Datum";"Uhrzeit";"Wochentag";"#";"ST";"Mannschaft 1";"Mannschaft 2";"Schiedsgericht";"Gastgeber";"Austragungsort/Ergebnis";"Austragungsort";"Ergebnis";"Saison";"Spielrunde";"Geschlecht";"Satzpunkte";"Ballpunkte";"Spieldauer";"Satzpunkte 1";":";"Satzpunkte 2";"Satz 1 - Ballpunkte 1";":";"Satz 1 - Ballpunkte 2";"Satz 1 - Satzdauer";"Satz 2 - Ballpunkte 1";":";"Satz 2 - Ballpunkte 2";"Satz 2 - Satzdauer";"Satz 3 - Ballpunkte 1";":";"Satz 3 - Ballpunkte 2";"Satz 3 - Satzdauer";"Satz 4 - Ballpunkte 1";":";"Satz 4 - Ballpunkte 2";"Satz 4 - Satzdauer";"Satz 5 - Ballpunkte 1";":";"Satz 5 - Ballpunkte 2";"Satz 5 - Satzdauer";
"24.01.2026";"11:00:00";"Samstag";"1057";"Spieltag 10";"VfB 91 Suhl II";"SWE Volley-Team III";"Geraer VC I";"VfB 91 Suhl II";"SH Reinhard-Heß (98529 Suhl)";"SH Reinhard-Heß (98529 Suhl)";"-";"2025/26";"Thüringenliga Damen";"weiblich";
"24.01.2026";"11:00:00";"Samstag";"1058";"Spieltag 10";"SVV Weimar e.V. I";"SG  ERFURT electronic II";"Volleyball Gemeinschaft Bleicherode 1";"SVV Weimar e.V. I";"Sporthalle Nordstraße (99427 Weimar)";"Sporthalle Nordstraße (99427 Weimar)";"-";"2025/26";"Thüringenliga Damen";"weiblich";
"24.01.2026";"11:00:00";"Samstag";"1059";"Spieltag 10";"SVV Weimar e.V. I";"Volleyball Gemeinschaft Bleicherode 1";"SG  ERFURT electronic II";"SVV Weimar e.V. I";"Sporthalle Nordstraße (99427 Weimar)";"Sporthalle Nordstraße (99427 Weimar)";"-";"2025/26";"Thüringenliga Damen";"weiblich";
"24.01.2026";"13:00:00";"Samstag";"1054";"Spieltag 10";"VC Altenburg I";"1. VSV Jena II";"VV70 Meiningen I";"VC Altenburg I";"Wenzelhalle (04600 Altenburg)";"Wenzelhalle (04600 Altenburg)";"-";"2025/26";"Thüringenliga Damen";"weiblich";
"24.01.2026";"13:00:00";"Samstag";"1055";"Spieltag 10";"VC Altenburg I";"VV70 Meiningen I";"1. VSV Jena II";"VC Altenburg I";"Wenzelhalle (04600 Altenburg)";"Wenzelhalle (04600 Altenburg)";"-";"2025/26";"Thüringenliga Damen";"weiblich";
"31.01.2026";"00:00:00";"Samstag";"1092";"Spieltag 17";"Volley Juniors Thüringen I";"VC Altenburg I";"-";"Volley Juniors Thüringen I";"Pierre-de-Coubertin Gymnasium (99096 Erfurt)";"Pierre-de-Coubertin Gymnasium (99096 Erfurt)";"-";"2025/26";"Thüringenliga Damen";"weiblich";
"31.01.2026";"00:00:00";"Samstag";"1093";"Spieltag 17";"Volley Juniors Thüringen I";"SWE Volley-Team III";"-";"Volley Juniors Thüringen I";"Pierre-de-Coubertin Gymnasium (99096 Erfurt)";"Pierre-de-Coubertin Gymnasium (99096 Erfurt)";"-";"2025/26";"Thüringenliga Damen";"weiblich";
"31.01.2026";"11:00:00";"Samstag";"1024";"Spieltag 5";"VfB 91 Suhl II";"VV70 Meiningen I";"1. VSV Jena II";"VfB 91 Suhl II";"SH Reinhard-Heß (98529 Suhl)";"SH Reinhard-Heß (98529 Suhl)";"-";"2025/26";"Thüringenliga Damen";"weiblich";
"31.01.2026";"11:00:00";"Samstag";"1025";"Spieltag 5";"VfB 91 Suhl II";"1. VSV Jena II";"VV70 Meiningen I";"VfB 91 Suhl II";"SH Reinhard-Heß (98529 Suhl)";"SH Reinhard-Heß (98529 Suhl)";"-";"2025/26";"Thüringenliga Damen";"weiblich";
"07.02.2026";"00:00:00";"Samstag";"1096";"Spieltag 19";"Volley Juniors Thüringen I";"VV70 Meiningen I";"-";"Volley Juniors Thüringen I";"Pierre-de-Coubertin Gymnasium (99096 Erfurt)";"Pierre-de-Coubertin Gymnasium (99096 Erfurt)";"-";"2025/26";"Thüringenliga Damen";"weiblich";
